,n_vac,uco,ciu,pt,asig,ta,empleo,efun,cursos,t_max,t_min,fecha_cob,csce,obs,cod_cm
128,3808,GRUPO DE ARTILLERIA DE CAMPAÑA VI,50091180,5SA23/002,CM,C,STTE,"['ARTC', 'I.LIG', nan]",PA:E,"['10', nan]","['3', nan]",,"374,87","959,976",GM18
129,3809,REGIMIENTO DE INFANTERIA «NAPOLES» N.o 4 DE PARACAIDISTAS,50041489,5SA51/004,CM,C,BG,"['ARTC', 'I.LIG', nan]",PA:E,"['10', nan]","['3', nan]",,"304,34","959,976",GM26
130,3810,REGIMIENTO DE INFANTERIA «NAPOLES» N.o 4 DE PARACAIDISTAS,50041489,5SA51/001,CM,C,BG,"['ARTC', 'I.LIG', nan]",PA:E,"['10', nan]","['3', nan]",,"304,34","959,976",GM26
131,3811,REGIMIENTO DE INFANTERIA «ZARAGOZA» N.o 5,50083681,5SA51/008,CM,C,BG,"['ARTC', 'I.LIG', nan]",PA:E,"['10', nan]","['3', nan]",,"304,34","959,976",GM26
132,3812,REGIMIENTO DE INFANTERIA «ZARAGOZA» N.o 5,50083681,5SA51/010,CM,C,BG,"['ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'METLG', 'ARTC', 'ING.', nan]",PA:E,"['10', nan]",,,"304,34","959,976",GM26
133,3813,GRUPO DE ARTILLERIA DE CAMPAÑA VI,50091180,5SA49/003,CM,C,BG,"['ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'METLG', 'ARTC', 'ING.', nan]",PA:E,"['10', nan]",,,"304,34","959,976",GM26
134,3814,BATALLON DE ZAPADORES VI,50056870,5SA52/002,CM,C,BG,"['ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'METLG', 'ARTC', 'ING.', nan]",PA:E,"['10', nan]",,,"304,34","959,976",GM26
135,3815,BATALLON DE ZAPADORES VI,50056870,5SA52/004,CM,C,BG,"['ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'METLG', 'ARTC', 'ING.', nan]",PA:E,"['10', nan]",,,"304,34","959,976",GM26
136,3816,"BCG DE LA BRIGADA «ALMOGÁVARES» VI, DE PARACAIDISTAS",50027882,5SA50/024,CM,C,BG,"['ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'METLG', 'ARTC', 'ING.', nan]",PA:E,"['10', nan]",,,"304,34","959,976",GM26
137,3817,BATALLON DE ZAPADORES XII,50092383,5SA34/002,CM,C,STTE a BG,"['ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'METLG', 'ARTC', 'ING.', nan]",SX:E,"['10', nan]",,,"338,86",959,GM18
138,3818,BANDERA O.E. «CAB. LEG. MADERAL OLEAGA» XIX DE LA LEGION,50046681,5SA28/005,CM,C,STTE,"['ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'METLG', 'ARTC', 'ING.', nan]",OE:E,"['10', nan]",,,"374,87","656,959",GM18
139,3819,BANDERA O.E. «CAB. LEG. MADERAL OLEAGA» XIX DE LA LEGION,50046681,5SA28/006,CM,C,STTE,"['ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'METLG', 'ARTC', 'ING.', nan]",OE:E,"['10', nan]",,,"374,87","656,959",GM18
140,3820,GRUPO DE CUARTEL GENERAL DEL MANDO DE OPERACIONES ESPECIALES,50046137,5SA50/005,CM,C,BG,"['ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'METLG', 'ARTC', 'ING.', nan]",OE:E,"['10', nan]",,,"338,86","656,959",GM26
141,3821,GRUPO DE CUARTEL GENERAL DEL MANDO DE OPERACIONES ESPECIALES,50046137,5SA50/004,CM,C,BG,"['ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'METLG', 'ARTC', 'ING.', nan]",OE:E,"['10', nan]",,,"338,86","656,959",GM26
142,3822,REGIMIENTO DE PONTONEROS Y ESPECIALIDADES DE INGENIEROS 12,50078704,5SA34/004,CM,C,STTE a BG,"['ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'METLG', 'ARTC', 'ING.', nan]",SX:E,"['10', nan]",,,"338,86",959,GM18
143,3823,REGIMIENTO DE PONTONEROS Y ESPECIALIDADES DE INGENIEROS 12,50078704,5SA34/007,CM,C,STTE a BG,"['ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'METLG', 'ARTC', 'ING.', nan]",SX:E,"['10', nan]",,,"338,86",959,GM18
144,3824,REGIMIENTO DE INGENIEROS 1,50081154,5SA34/002,CM,C,STTE a BG,"['ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'METLG', 'ARTC', 'ING.', nan]",SX:E,"['10', nan]",,,"338,86",959,GM18
145,3825,"DIR.DE INVESTIGACIÓN, DOCTRINA, ORG Y MAT (JACA)",55264202,5SA28/002,CM,C,STTE,"['ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'METLG', 'ARTC', 'ING.', nan]",OE:E,"['10', nan]",,,"291,07","656,960",GM22
146,3826,"DIR.DE INVESTIGACIÓN, DOCTRINA, ORG Y MAT (JACA)",55264202,5SA50/001,CM,C,BG,"['ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'METLG', 'ARTC', 'ING.', nan]",TM:E,"['10', nan]",,,"284,79",960,GM30
147,3827,ULOG. 23 (CEUTA),50015287,5SA50/001,CM,C,BG,"['ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'METLG', 'ARTC', 'ING.', nan]",FI:E,"['10', nan]",,,"284,79",959,GM26
148,3828,ULOG. 23 (CEUTA),50015287,5SA3E/001,CM,C,STTE a BG,"['ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'METLG', 'ARTC', 'ING.', nan]","QB:I, QA:I","['10', nan]",,,"338,86","283,960",GM18
149,3829,ULOG. 24 (MELILLA),50073463,5SA28/002,CM,C,STTE,"['ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'METLG', 'ARTC', 'ING.', nan]","IC:I, PD:I","['10', nan]",,,"304,34",960,GM18
150,3830,BATALLON DE CG. DE LA DIVISION «CASTILLEJOS»,50025936,5SA50/003,CM,C,BG,"['ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'METLG', 'ARTC', 'ING.', nan]",PN:E,"['10', nan]",,,"284,79",959,GM26
151,3831,BATALLON DE CG. DE LA DIVISION «SAN MARCIAL»,50047469,5SA50/017,CM,C,BG,"['ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'METLG', 'ARTC', 'ING.', nan]",PN:E,"['10', nan]",,,"284,79",959,GM26
152,3832,REGIMIENTO DE INFANTERIA «NAPOLES» N.o 4 DE PARACAIDISTAS,50041489,5WF67/001,CM,C,STTE,"['ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'METLG', 'ARTC', 'ING.', nan]","PT:I, PO:I","['10', nan]",,,"338,86","216,959",GM18
153,3833,GRUPO DE ARTILLERIA DE CAMPAÑA VI,50091180,5WF67/001,CM,C,STTE,"['ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'METLG', 'ARTC', 'ING.', nan]","PT:I, PO:I","['10', nan]",,,"338,86","216,959",GM18
154,3834,BATALLON DE ZAPADORES VI,50056870,5WG19/001,CM,C,STTE a BG,"['ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'METLG', 'ARTC', 'ING.', nan]","PT:I, PO:I","['10', nan]",,,"338,86","216,959",GM18
155,3835,BATALLON DE CG. DE LA BRIGADA «GUZMAN EL BUENO» X,50061521,5SA28/005,CM,C,STTE,"['ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'METLG', 'ARTC', 'ING.', nan]","NQ:I, NB:I","['10', nan]",,,"304,34","74,959",GM18
156,3836,BATALLON DE CG. DE LA BRIGADA «GUADARRAMA» XII,50050362,5SA50/003,CM,C,BG,"['ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'METLG', 'ARTC', 'ING.', nan]","NQ:I, NB:I","['10', nan]",,,"291,07","74,959",GM26
157,3837,BATALLON DE CG. DE LA BRIGADA «GUADARRAMA» XII,50050362,5SA50/002,CM,C,BG,"['ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'METLG', 'ARTC', 'ING.', nan]","NQ:I, NB:I","['10', nan]",,,"291,07","74,959",GM26
158,3838,BATALLON DE CG. DE LA BRIGADA «ARAGON» I,51030836,5SA50/014,CM,C,BG,"['ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'METLG', 'ARTC', 'ING.', nan]","NQ:I, NB:I","['10', nan]",,,"291,07","74,959",GM26
159,3839,BATALLON DE CG. DE LA BRIGADA «ARAGON» I,51030836,5SA50/015,CM,C,BG,"['ADMON', 'ING.', 'TRA.', nan]","NQ:I, NB:I","['10', nan]",,,"291,07","74,959",GM26
160,3840,GRUPO LOGISTICO X,50086388,5SA3E/001,CM,C,STTE a BG,"['ADMON', 'ING.', 'TRA.', nan]","QB:I, QA:I","['10', nan]",,,"338,86","283,960",GM18
161,3841,GRUPO LOGISTICO I,51028762,5SA28/002,CM,C,STTE,"['ADMON', 'ING.', 'TRA.', nan]","IC:I, PD:I","['10', nan]",,,"304,34",960,GM18
162,3842,GRUPO LOGISTICO I,51028762,5SA50/009,CM,C,BG,"['ADMON', 'ING.', 'TRA.', nan]","IC:I, PD:I","['10', nan]",,,"291,07",960,GM26
163,3843,BATALLON DE CG. DE LA BRIGADA «CANARIAS» XVI,50056348,5SA50/006,CM,C,BG,"['ADMON', 'ING.', 'TRA.', nan]",PN:E,"['10', nan]",,,"291,07",959,GM26
164,3844,BATALLON DE CG. DE LA BRIGADA «CANARIAS» XVI,50056348,5SA50/010,CM,C,BG,"['ADMON', 'ING.', 'TRA.', nan]","NQ:I, NB:I","['10', nan]",,,"291,07","74,959",GM26
165,3845,BATALLON DE CG. DE LA BRIGADA «CANARIAS» XVI,50056348,5SA50/011,CM,C,BG,"['ADMON', 'ING.', 'TRA.', nan]","NQ:I, NB:I","['10', nan]",,,"291,07","74,959",GM26
166,3846,AGRUPACION DE APOYO LOGISTICO N.o 41. (ZARAGOZA),50030461,5SA50/008,CM,C,BG,"['ADMON', 'ING.', 'TRA.', nan]",FI:E,"['10', nan]",,,"284,79",959,GM26
167,3847,AGRUPACION DE APOYO LOGISTICO N.o 61. (SANTOVENIA DE PISUERGA),50013730,5SA3E/001,CM,C,STTE a BG,"['ADMON', 'ING.', 'TRA.', nan]","QB:I, QA:I","['10', nan]",,,"338,86","283,960",GM18
168,3848,AGRUPACION DE APOYO LOGISTICO N.o 81.,50038203,5SA3E/001,CM,C,STTE a BG,"['ADMON', 'ING.', 'TRA.', nan]","QB:I, QA:I","['10', nan]",,,"338,86","283,960",GM18
169,3849,AGRUPACION DE APOYO LOGISTICO N.o 81.,50038203,5SA3E/002,CM,C,STTE a BG,"['ADMON', 'ING.', 'TRA.', nan]","QB:I, QA:I","['10', nan]",,,"338,86","283,960",GM18
170,3850,AGRUPACION DE APOYO LOGISTICO N.o 11. (TALAVERA),50043527,5SA3E/001,CM,C,STTE a BG,"['ADMON', 'ING.', 'TRA.', nan]","QB:I, QA:I","['10', nan]",,,"338,86","283,960",GM18
171,3851,AGRUPACION DE APOYO LOGISTICO N.o 11. (TALAVERA),50043527,5SA3E/002,CM,C,STTE a BG,"['ADMON', 'ING.', 'TRA.', nan]","QB:I, QA:I","['10', nan]",,,"338,86","283,960",GM18
172,3852,AGRUPACION DE APOYO LOGISTICO N.o 11. (COLMENAR),50047849,5SA3E/001,CM,C,STTE a BG,"['ADMON', 'ING.', 'TRA.', nan]","QB:I, QA:I","['10', nan]",,,"338,86","283,960",GM18
173,3853,AGRUPACION DE APOYO LOGISTICO N.o 11. (CHINCHILLA),50062510,5SA3E/001,CM,C,STTE a BG,"['ADMON', 'ING.', 'TRA.', nan]","QB:I, QA:I","['10', nan]",,,"338,86","283,960",GM18
174,3854,AGRUPACION DE APOYO LOGISTICO N.o 11. (CHINCHILLA),50062510,5SA3E/002,CM,C,STTE a BG,"['ADMON', 'ING.', 'TRA.', nan]","QB:I, QA:I","['10', nan]",,,"338,86","283,960",GM18
175,3855,AGRUPACION DE APOYO LOGISTICO N.o 21 (VIATOR),50086553,5SA3E/001,CM,C,STTE a BG,"['ADMON', 'ING.', 'TRA.', nan]","QB:I, QA:I","['10', nan]",,,"338,86","283,960",GM18
176,3856,AGRUPACION DE APOYO LOGISTICO N.o 11. (COLMENAR),50047849,5SA28/005,CM,C,STTE,"['ADMON', 'ING.', 'TRA.', nan]","IC:I, PD:I","['10', nan]",,,"304,34",959,GM18
177,3857,AGRUPACION DE APOYO LOGISTICO N.o 11. (COLMENAR),50047849,5SA50/017,CM,C,BG,"['ADMON', 'ING.', 'TRA.', nan]","IC:I, PD:I","['10', nan]",,,"284,79",959,GM26
178,3858,BATALLON DE POLICIA MILITAR 1,50030003,5SA50/011,CM,C,BG,"['ADMON', 'ING.', 'TRA.', nan]",PN:E,"['10', nan]",,,"291,07",959,GM26
179,3859,CUARTEL GENERAL TERRESTRE DE ALTA DISPONIBILIDAD (BETERA),50030002,5SA3E/006,CM,C,STTE a BG,"['ADMON', 'ING.', 'TRA.', nan]","IL:E, IN:E","['10', nan]",,,"291,07","215,656,960",GM18
180,3860,CUARTEL GENERAL TERRESTRE DE ALTA DISPONIBILIDAD (BETERA),50030002,5SA22/002,CM,C,STTE,"['ADMON', 'ING.', 'TRA.', nan]",IN:E,"['10', nan]",,,"291,07","215,244,656,960",GM18
181,3861,CUARTEL GENERAL TERRESTRE DE ALTA DISPONIBILIDAD (BETERA),50030002,5SA24/005,CM,C,STTE,"['ADMON', 'ING.', 'TRA.', nan]",IN:E,"['10', nan]",,,"291,07","215,656,960",GM18
182,3862,CUARTEL GENERAL TERRESTRE DE ALTA DISPONIBILIDAD (BETERA),50030002,5SA28/001,CM,C,STTE,"['ADMON', 'ING.', 'TRA.', nan]",IN:E,"['10', nan]",,,"291,07","215,656,960",GM18
183,3863,CUARTEL GENERAL TERRESTRE DE ALTA DISPONIBILIDAD (BETERA),50030002,5SA28/007,CM,C,STTE,"['ADMON', 'ING.', 'TRA.', nan]",IN:E,"['10', nan]",,,"291,07","215,656,960",GM18
184,3864,CUARTEL GENERAL TERRESTRE DE ALTA DISPONIBILIDAD (BETERA),50030002,5SA28/006,CM,C,STTE,"['ADMON', 'ING.', 'TRA.', nan]",IN:E,"['10', nan]",,,"291,07","215,656,960",GM18
185,3865,CUARTEL GENERAL TERRESTRE DE ALTA DISPONIBILIDAD (BETERA),50030002,5WG13/001,CM,C,STTE a BG,"['ADMON', 'ING.', 'TRA.', nan]",IN:E,"['10', nan]",,,"291,07","215,656,959",GM18
186,3866,CUARTEL GENERAL TERRESTRE DE ALTA DISPONIBILIDAD (BETERA),50030002,5SA50/001,CM,C,BG,"['AAAYC/AAA', 'TRA.', nan]",IN:E,"['10', nan]",,,"257,83","215,656,960",GM26
187,3867,REGIMIENTO DE ARTILLERIA ANTIAEREA 74 (SAN ROQUE),50093224,5SA3F/002,CM,C,STTE a BG,"['AAAYC/AAA', 'TRA.', nan]",OH:E,"['10', nan]",,,"304,34",959,GM18
188,3868,REGIMIENTO DE ARTILLERIA ANTIAEREA 74 (SAN ROQUE),50093224,5SA3F/003,CM,C,STTE a BG,"['AAAYC/AAA', 'TRA.', nan]",OH:E,"['10', nan]",,,"304,34",959,GM18
189,3869,REGIMIENTO DE ARTILLERIA ANTIAEREA 74 (SAN ROQUE),50093224,5SA3F/001,CM,C,STTE a BG,"['AAAYC/AAA', 'TRA.', nan]",OH:E,"['10', nan]",,,"304,34",959,GM18
190,3870,REGIMIENTO DE GUERRA ELECTRONICA 31,50039122,5SA36/001,CM,C,STTE a BG,"['AAAYC/AAA', 'TRA.', nan]","WE:I, WN:I, WU:I","['10', nan]",,,"304,34","656,959",GM18
191,3871,UNIDAD LOGISTICA DEL MANDO DE OPERACIONES ESPECIALES,50090748,5SA50/006,CM,C,BG,"['AAAYC/AAA', 'TRA.', nan]","IC:I, PD:I","['10', nan]",,,"291,07",959,GM26
192,3872,REGIMIENTO DE DEFENSA NBQ «VALENCIA» N.o 1,50092974,5SA28/002,CM,C,STTE,"['AAAYC/AAA', 'TRA.', nan]","NQ:I, NB:I","['10', nan]",,,"304,34",960,GM18
193,3873,REGIMIENTO DE DEFENSA NBQ «VALENCIA» N.o 1,50092974,5SA28/003,CM,C,STTE,"['AAAYC/AAA', 'TRA.', nan]","NQ:I, NB:I","['10', nan]",,,"304,34",959,GM18
194,3874,REGIMIENTO DE DEFENSA NBQ «VALENCIA» N.o 1,50092974,5SA50/016,CM,C,BG,"['AAAYC/AAA', 'TRA.', nan]","NQ:I, NB:I","['10', nan]",,,"291,07",959,GM26
195,3875,REGIMIENTO DE DEFENSA NBQ «VALENCIA» N.o 1,50092974,5SA50/014,CM,C,BG,"['AAAYC/AAA', 'TRA.', nan]","NQ:I, NB:I","['10', nan]",,,"291,07",959,GM26
196,3876,REGIMIENTO DE DEFENSA NBQ «VALENCIA» N.o 1,50092974,5SA50/015,CM,C,BG,"['AAAYC/AAA', 'TRA.', nan]","NQ:I, NB:I","['10', nan]",,,"291,07",960,GM26
197,3877,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (VIATOR)",55122457,5SA28/002,CM,C,STTE,"['AAAYC/AAA', 'TRA.', nan]",TZ:E,"['10', nan]",,,"257,83","137,960",GM22
198,3878,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (MOGUER)",55163909,5SA50/001,CM,C,BG,"['AAAYC/AAA', 'TRA.', nan]",TZ:E,"['10', nan]",,,"207,22",959,GM30
199,3879,"DIR.DE INVESTIGACIÓN, DOCTRINA, ORG Y MAT (HOYO DE MANZANARES)",55219380,5SA28/001,CM,C,STTE,"['AAAYC/AAA', 'TRA.', nan]","NQ:I, NB:I","['10', nan]",,,"291,07","656,960",GM22
200,3880,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (ZARAGOZA)",55120830,5SA28/001,CM,C,STTE,"['AAAYC/AAA', 'TRA.', nan]",FI:E,"['10', nan]",,,"257,83",959,GM22
201,3881,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (MADRID)",55131192,5SA50/005,CM,C,BG,"['AAAYC/AAA', 'TRA.', nan]",FI:E,"['10', nan]",,,"207,22",960,GM30
202,3882,CENTRO DE ADIESTRAMIENTO «SAN GREGORIO»,55100021,5SA28/006,CM,C,STTE,"['AAAYC/AAA', 'TRA.', nan]","IC:I, PD:I","['10', nan]",,,"284,79",960,GM22
203,3883,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (VALENCIA)",55111972,5SA28/001,CM,C,STTE,"['AAAYC/AAA', 'TRA.', nan]","IC:I, PD:I","['10', nan]",,,"257,83",959,GM22
204,3884,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (MADRID)",55131192,5SA28/001,CM,C,STTE,"['AAAYC/AAA', 'TRA.', nan]","IC:I, PD:I","['10', nan]",,,"257,83",960,GM22
205,3885,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (SEVILLA)",55153362,5SA28/002,CM,C,STTE,"['AAAYC/AAA', 'TRA.', nan]","IC:I, PD:I","['10', nan]",,,"257,83",960,GM22
206,3886,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (SEVILLA)",55153362,5SA28/006,CM,C,STTE,"['AAAYC/AAA', 'TRA.', nan]","IC:I, PD:I","['10', nan]",,,"257,83",960,GM22
207,3887,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (TENERIFE)",55159275,5SA28/001,CM,C,STTE,"['AAAYC/AAA', 'TRA.', nan]","IC:I, PD:I","['10', nan]",,,"257,83",960,GM22
208,3888,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (MADRID)",55131192,5SA50/006,CM,C,BG,"['AAAYC/AAA', 'TRA.', nan]","IC:I, PD:I","['10', nan]",,,"207,22",960,GM30
209,3889,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (SEVILLA)",55153362,5SA50/008,CM,C,BG,"['AAAYC/AAA', 'TRA.', nan]","IC:I, PD:I","['10', nan]",,,"207,22",960,GM30
210,3890,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (TENERIFE)",55159275,5SA50/001,CM,C,BG,"['AAAYC/AAA', 'TRA.', nan]","IC:I, PD:I","['10', nan]",,,"207,22",960,GM30
211,3891,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (TENERIFE)",55159275,5SA50/002,CM,C,BG,"['AAAYC/AAA', 'TRA.', nan]","IC:I, PD:I","['10', nan]",,,"207,22",959,GM30
212,3892,JEFATURA DEL MANDO DE APOYO LOGISTICO,57005389,5SA28/001,CM,C,STTE,"['AAAYC/AAA', 'TRA.', nan]",IN:E,"['10', nan]",,,"284,79","215,656,959",GM22
213,3200,RGTO.DE.INF. «GALICIA» N.o 64 DE CAZADORES DE MONTAÑA,50037163,5WF67/001,CM,C,STTE,"['ELCTN', 'ALMPQ', 'CAB.', 'I.LIG', 'ADMON', 'AUTOM/MARMT/TLECO', 'TRA.', nan]",,"['10', nan]",,,"304,34",959,GM17
214,3201,CUARTEL GENERAL DEL MANDO DE TROPAS DE MONTAÑA,50083231,5SA28/002,CM,C,STTE,"['ELCTN', 'ALMPQ', 'CAB.', 'I.LIG', 'ADMON', 'AUTOM/MARMT/TLECO', 'TRA.', nan]",,"['10', nan]",,,"304,34","196,511,656,959",GM17
215,3202,CUARTEL GENERAL DEL MANDO DE TROPAS DE MONTAÑA,50083231,5WG13/001,CM,C,STTE a BG,"['ELCTN', 'ALMPQ', 'CAB.', 'I.LIG', 'ADMON', 'AUTOM/MARMT/TLECO', 'TRA.', nan]",,"['10', nan]",,,"304,34","656,959",GM17
216,3203,RGTO.DE.INF. «GALICIA» N.o 64 DE CAZADORES DE MONTAÑA,50037163,5SA51/008,CM,C,BG,"['ELCTN', 'ALMPQ', 'CAB.', 'I.LIG', 'ADMON', 'AUTOM/MARMT/TLECO', 'TRA.', nan]",,"['10', nan]",,,"284,79","511,959",GM25
217,3204,CUARTEL GENERAL DEL MANDO DE TROPAS DE MONTAÑA,50083231,5SA54/001,CM,C,BG,"['ELCTN', 'ALMPQ', 'CAB.', 'I.LIG', 'ADMON', 'AUTOM/MARMT/TLECO', 'TRA.', nan]",,"['10', nan]",,,"291,07","511,656,959",GM25
218,3205,CUARTEL GENERAL DEL MANDO DE TROPAS DE MONTAÑA,50083231,5SA50/004,CM,C,BG,"['ELCTN', 'ALMPQ', 'CAB.', 'I.LIG', 'ADMON', 'AUTOM/MARMT/TLECO', 'TRA.', nan]",,"['10', nan]",,,"291,07","196,511,656,959",GM25
219,3206,GRUPO DE REGULARES DE CEUTA 54,50090805,5SA19/001,CM,C,STTE,"['ELCTN', 'ALMPQ', 'CAB.', 'I.LIG', 'ADMON', 'AUTOM/MARMT/TLECO', 'TRA.', nan]",,"['10', nan]",,,"291,07","511,960",GM17
220,3207,ULOG. 23 (CEUTA),50015287,5SA28/004,CM,C,STTE,"['ELCTN', 'ALMPQ', 'CAB.', 'I.LIG', 'ADMON', 'AUTOM/MARMT/TLECO', 'TRA.', nan]",,"['10', nan]",,,"291,07","196,960",GM17
221,3208,ULOG. 23 (CEUTA),50015287,5WG13/001,CM,C,STTE a BG,"['ELCTN', 'ALMPQ', 'CAB.', 'I.LIG', 'ADMON', 'AUTOM/MARMT/TLECO', 'TRA.', nan]",,"['10', nan]",,,"291,07",960,GM17
222,3209,ULOG. 23 (CEUTA),50015287,5WF91/002,CM,C,STTE a BG,"['ELCTN', 'ALMPQ', 'CAB.', 'I.LIG', 'ADMON', 'AUTOM/MARMT/TLECO', 'TRA.', nan]",,"['10', nan]",,,"291,07",960,GM17
223,3210,REGIMIENTO DE CABALLERIA «MONTESA» 3,50092139,5SA48/013,CM,C,BG,"['ELCTN', 'ALMPQ', 'CAB.', 'I.LIG', 'ADMON', 'AUTOM/MARMT/TLECO', 'TRA.', nan]",,"['10', nan]",,,"284,79","511,960",GM25
224,3265,REGIMIENTO DE INFANTERIA «LA REINA» N.o 2,50072850,5WG11/001,CM,C,STTE a BG,"['ELCTN', 'I.LIG', 'AUTOM', 'IACMZ', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'TLECO', 'IACMZ/CAB.', 'ARTC', 'ING.', 'TRA.', nan]",,"['10', nan]",,,"291,07",959,GM17
225,3266,GRUPO LOGISTICO XII,50045610,5WG03/002,CM,C,STTE a BG,"['ELCTN', 'I.LIG', 'AUTOM', 'IACMZ', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'TLECO', 'IACMZ/CAB.', 'ARTC', 'ING.', 'TRA.', nan]",,"['10', nan]",,,"291,07","511,959",GM17
226,3267,REGIMIENTO DE INFANTERIA «ARAPILES» N.o 62,51018912,5WG01/001,CM,C,STTE a BG,"['ELCTN', 'I.LIG', 'AUTOM', 'IACMZ', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'TLECO', 'IACMZ/CAB.', 'ARTC', 'ING.', 'TRA.', nan]",,"['10', nan]",,,"291,07","511,960",GM17
227,3268,REGIMIENTO DE INFANTERIA «TERCIO VIEJO DE SICILIA» N.67,50027576,5SA51/006,CM,C,BG,"['ELCTN', 'I.LIG', 'AUTOM', 'IACMZ', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'TLECO', 'IACMZ/CAB.', 'ARTC', 'ING.', 'TRA.', nan]",,"['10', nan]",,,"291,07","511,959",GM25
228,3269,REGIMIENTO DE INFANTERIA «BARCELONA» N.o 63,50074875,5SA51/007,CM,C,BG,"['ELCTN', 'I.LIG', 'AUTOM', 'IACMZ', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'TLECO', 'IACMZ/CAB.', 'ARTC', 'ING.', 'TRA.', nan]",,"['10', nan]",,,"284,79","511,959",GM25
229,3270,REGIMIENTO DE INFANTERIA «BARCELONA» N.o 63,50074875,5SA51/009,CM,C,BG,"['ELCTN', 'I.LIG', 'AUTOM', 'IACMZ', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'TLECO', 'IACMZ/CAB.', 'ARTC', 'ING.', 'TRA.', nan]",,"['10', nan]",,,"284,79","511,959",GM25
230,3271,REGIMIENTO DE INFANTERIA «SABOYA» N.o 6,50032388,5SA47/002,CM,C,BG,"['ELCTN', 'I.LIG', 'AUTOM', 'IACMZ', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'TLECO', 'IACMZ/CAB.', 'ARTC', 'ING.', 'TRA.', nan]",,"['10', nan]",,,"284,79","511,959",GM25
231,3272,REGIMIENTO ACORAZADO «ALCAZAR DE TOLEDO» 61,50023973,5SA45/018,CM,C,BG,"['ELCTN', 'I.LIG', 'AUTOM', 'IACMZ', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'TLECO', 'IACMZ/CAB.', 'ARTC', 'ING.', 'TRA.', nan]",,"['10', nan]",,,"284,79","511,959",GM25
232,3273,REGIMIENTO DE INFANTERIA «ASTURIAS» 31,50041285,5SA45/010,CM,C,BG,"['ELCTN', 'I.LIG', 'AUTOM', 'IACMZ', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'TLECO', 'IACMZ/CAB.', 'ARTC', 'ING.', 'TRA.', nan]",,"['10', nan]",,,"284,79","511,959",GM25
