,n_vac,uco,ciu,pt,asig,ta,empleo,efun,cursos,t_max,t_min,fecha_cob,csce,obs,cod_cm,ejercito,cuerpo_esc,nivel
296,03339,BATALLON DE CG. DEL CGTAD.,50002381,5WG17/001,CM,C,STTE a BG,"['MARMT', 'TLECO', 'ARTC/AAAYC', 'ADMON', nan]",,"['10', nan]",,,"291,07",960,GM17,,,
297,03340,CUARTEL GENERAL TERRESTRE DE ALTA DISPONIBILIDAD (BETERA),50030002,5SA50/016,CM,C,BG,"['MARMT', 'TLECO', 'ARTC/AAAYC', 'ADMON', nan]",,"['10', nan]",,,"257,83","196,511,656,960",GM25,,,
298,03341,CUARTEL GENERAL TERRESTRE DE ALTA DISPONIBILIDAD (BETERA),50030002,5SA50/017,CM,C,BG,"['MARMT', 'TLECO', 'ARTC/AAAYC', 'ADMON', nan]",,"['10', nan]",,,"257,83","196,511,656,960",GM25,,,
299,03342,BATALLON DE POLICIA MILITAR 1,50030003,5SA50/002,CM,C,BG,"['MARMT', 'TLECO', 'ARTC/AAAYC', 'ADMON', nan]",,"['10', nan]",,,"284,79","196,511,959",GM25,,,
300,03343,BATALLON DE CG. DEL CGTAD. (VALENCIA),50030038,5SA50/003,CM,C,BG,"['MARMT', 'TLECO', 'ARTC/AAAYC', 'ADMON', nan]",,"['10', nan]",,,"284,79","196,511,959",GM25,,,
301,03344,UNIDAD DE APOYO LOGISTICO SANITARIO,50068639,5WG13/003,CM,C,STTE a BG,"['MARMT', 'TLECO', 'ARTC/AAAYC', 'ADMON', nan]",,"['10', nan]",,,"291,07",960,GM17,,,
302,03345,REGIMIENTO DE ARTILLERIA DE COSTA 4 (TARIFA),50013127,5SA2A/001,CM,C,STTE,"['MARMT', 'TLECO', 'ARTC/AAAYC', 'ADMON', nan]",,"['10', nan]",,,"291,07","511,959",GM17,,,
303,03346,CUARTEL GENERAL DEL MAAA.,50032277,5SA2B/003,CM,C,STTE,"['ELCTN', 'INFOT', 'MARMT', 'AUTOM/MARMT/TLECO', 'ARTC/AAAYC', 'ADMON', 'AAAYC/AAA', 'TRA.', 'ARTC', nan]",,"['10', nan]",,,"291,07","511,656,960",GM17,,,
304,03347,REGIMIENTO DE ARTILLERIA ANTIAEREA 73,50041299,5SA2B/003,CM,C,STTE,"['ELCTN', 'INFOT', 'MARMT', 'AUTOM/MARMT/TLECO', 'ARTC/AAAYC', 'ADMON', 'AAAYC/AAA', 'TRA.', 'ARTC', nan]",,"['10', nan]",,,"291,07","511,960",GM17,,,
305,03348,REGIMIENTO DE GUERRA ELECTRONICA 31,50039122,5SA24/002,CM,C,STTE,"['ELCTN', 'INFOT', 'MARMT', 'AUTOM/MARMT/TLECO', 'ARTC/AAAYC', 'ADMON', 'AAAYC/AAA', 'TRA.', 'ARTC', nan]",,"['10', nan]",,,"291,07",959,GM17,,,
306,03349,REGIMIENTO DE ESPECIALIDADES DE INGENIEROS 11,50048723,5WF67/001,CM,C,STTE,"['ELCTN', 'INFOT', 'MARMT', 'AUTOM/MARMT/TLECO', 'ARTC/AAAYC', 'ADMON', 'AAAYC/AAA', 'TRA.', 'ARTC', nan]",,"['10', nan]",,,"291,07",959,GM17,,,
307,03350,REGIMIENTO DE ESPECIALIDADES DE INGENIEROS 11,50048723,5WF67/002,CM,C,STTE,"['ELCTN', 'INFOT', 'MARMT', 'AUTOM/MARMT/TLECO', 'ARTC/AAAYC', 'ADMON', 'AAAYC/AAA', 'TRA.', 'ARTC', nan]",,"['10', nan]",,,"291,07",959,GM17,,,
308,03351,BATALLON DE HELICOPTEROS DE ATAQUE I,50065595,5WF67/001,CM,C,STTE,"['ELCTN', 'INFOT', 'MARMT', 'AUTOM/MARMT/TLECO', 'ARTC/AAAYC', 'ADMON', 'AAAYC/AAA', 'TRA.', 'ARTC', nan]",,"['10', nan]",,,"291,07",959,GM17,,,
309,03352,REGIMIENTO DE INGENIEROS 1,50081154,5WF67/001,CM,C,STTE,"['ELCTN', 'INFOT', 'MARMT', 'AUTOM/MARMT/TLECO', 'ARTC/AAAYC', 'ADMON', 'AAAYC/AAA', 'TRA.', 'ARTC', nan]",,"['10', nan]",,,"291,07",960,GM17,,,
310,03353,REGIMIENTO DE ESPECIALIDADES DE INGENIEROS 11,50048723,5SA28/001,CM,C,STTE,"['ELCTN', 'INFOT', 'MARMT', 'AUTOM/MARMT/TLECO', 'ARTC/AAAYC', 'ADMON', 'AAAYC/AAA', 'TRA.', 'ARTC', nan]",,"['10', nan]",,,"291,07","196,511,959",GM17,,,
311,03354,UNIDAD LOGISTICA DEL MANDO DE OPERACIONES ESPECIALES,50090748,5SA28/004,CM,C,STTE,"['ELCTN', 'INFOT', 'MARMT', 'AUTOM/MARMT/TLECO', 'ARTC/AAAYC', 'ADMON', 'AAAYC/AAA', 'TRA.', 'ARTC', nan]",,"['10', nan]",,,"304,34","196,960",GM17,,,
312,03355,UNIDAD LOGISTICA DEL MANDO DE OPERACIONES ESPECIALES,50090748,5SA28/005,CM,C,STTE,"['ELCTN', 'INFOT', 'MARMT', 'AUTOM/MARMT/TLECO', 'ARTC/AAAYC', 'ADMON', 'AAAYC/AAA', 'TRA.', 'ARTC', nan]",,"['10', nan]",,,"304,34","196,511,959",GM17,,,
313,03356,CUARTEL GENERAL DEL MAAA.,50032277,5WG13/001,CM,C,STTE a BG,"['ELCTN', 'INFOT', 'MARMT', 'AUTOM/MARMT/TLECO', 'ARTC/AAAYC', 'ADMON', 'AAAYC/AAA', 'TRA.', 'ARTC', nan]",,"['10', nan]",,,"291,07","656,960",GM17,,,
314,03357,REGIMIENTO DE ARTILLERIA DE CAMPAÑA 11,50078337,5WG17/001,CM,C,STTE a BG,"['ELCTN', 'INFOT', 'MARMT', 'AUTOM/MARMT/TLECO', 'ARTC/AAAYC', 'ADMON', 'AAAYC/AAA', 'TRA.', 'ARTC', nan]",,"['10', nan]",,,"291,07",960,GM17,,,
315,03358,REGIMIENTO DE ARTILLERIA ANTIAEREA 71,50025296,5WG01/001,CM,C,STTE a BG,"['ELCTN', 'INFOT', 'MARMT', 'AUTOM/MARMT/TLECO', 'ARTC/AAAYC', 'ADMON', 'AAAYC/AAA', 'TRA.', 'ARTC', nan]",,"['10', nan]",,,"291,07","511,960",GM17,,,
316,03359,GRUPO LOGISTICO DE LAS FAMET,50074841,5WG01/001,CM,C,STTE a BG,"['ELCTN', 'INFOT', 'MARMT', 'AUTOM/MARMT/TLECO', 'ARTC/AAAYC', 'ADMON', 'AAAYC/AAA', 'TRA.', 'ARTC', nan]",,"['10', nan]",,,"291,07",959,GM17,,,
317,03360,GRUPO DE CUARTEL GENERAL DEL MANDO DE OPERACIONES ESPECIALES,50046137,5WG09/001,CM,C,STTE a BG,"['ELCTN', 'INFOT', 'MARMT', 'AUTOM/MARMT/TLECO', 'ARTC/AAAYC', 'ADMON', 'AAAYC/AAA', 'TRA.', 'ARTC', nan]",,"['10', nan]",,,"304,34",960,GM17,,,
318,03361,CUARTEL GENERAL DEL MACA.,50070196,5SA49/004,CM,C,BG,"['ELCTN', 'INFOT', 'MARMT', 'AUTOM/MARMT/TLECO', 'ARTC/AAAYC', 'ADMON', 'AAAYC/AAA', 'TRA.', 'ARTC', nan]",,"['10', nan]",,,"284,79","511,656,960",GM25,,,
319,03362,REGIMIENTO DE ARTILLERIA DE CAMPAÑA 11,50078337,5SA49/012,CM,C,BG,"['ELCTN', 'INFOT', 'MARMT', 'AUTOM/MARMT/TLECO', 'ARTC/AAAYC', 'ADMON', 'AAAYC/AAA', 'TRA.', 'ARTC', nan]",,"['10', nan]",,,"284,79","511,959",GM25,,,
320,03363,REGIMIENTO DE ARTILLERIA DE COSTA 4 (SAN FERNANDO),50012789,5SA5B/007,CM,C,BG,"['ELCTN', 'INFOT', 'MARMT', 'AUTOM/MARMT/TLECO', 'ARTC/AAAYC', 'ADMON', 'AAAYC/AAA', 'TRA.', 'ARTC', nan]",,"['10', nan]",,,"284,79","511,960",GM25,,,
321,03364,REGIMIENTO DE ARTILLERIA ANTIAEREA 71,50025296,5SA2C/008,CM,C,BG,"['ELCTN', 'INFOT', 'MARMT', 'AUTOM/MARMT/TLECO', 'ARTC/AAAYC', 'ADMON', 'AAAYC/AAA', 'TRA.', 'ARTC', nan]",,"['10', nan]",,,"284,79","511,959",GM25,,,
322,03365,REGIMIENTO DE ARTILLERIA ANTIAEREA 71,50025296,5SA2C/011,CM,C,BG,"['ELCTN', 'INFOT', 'MARMT', 'AUTOM/MARMT/TLECO', 'ARTC/AAAYC', 'ADMON', 'AAAYC/AAA', 'TRA.', 'ARTC', nan]",,"['10', nan]",,,"284,79","511,959",GM25,,,
323,03366,REGIMIENTO DE ARTILLERIA ANTIAEREA 71,50025296,5SA2C/015,CM,C,BG,"['ELCTN', 'INFOT', 'MARMT', 'AUTOM/MARMT/TLECO', 'ARTC/AAAYC', 'ADMON', 'AAAYC/AAA', 'TRA.', 'ARTC', nan]",,"['10', nan]",,,"284,79","511,959",GM25,,,
324,03367,REGIMIENTO DE ARTILLERIA ANTIAEREA 73,50041299,5SA2C/007,CM,C,BG,"['ELCTN', 'INFOT', 'MARMT', 'AUTOM/MARMT/TLECO', 'ARTC/AAAYC', 'ADMON', 'AAAYC/AAA', 'TRA.', 'ARTC', nan]",,"['10', nan]",,,"284,79","511,959",GM25,,,
325,03368,REGIMIENTO DE ARTILLERIA ANTIAEREA 73,50041299,5SA2C/008,CM,C,BG,"['ELCTN', 'INFOT', 'MARMT', 'AUTOM/MARMT/TLECO', 'ARTC/AAAYC', 'ADMON', 'AAAYC/AAA', 'TRA.', 'ARTC', nan]",,"['10', nan]",,,"284,79","511,959",GM25,,,
326,03369,REGIMIENTO DE ARTILLERIA ANTIAEREA 73 (MARINES),50047508,5SA2C/002,CM,C,BG,"['ELCTN', 'INFOT', 'MARMT', 'AUTOM/MARMT/TLECO', 'ARTC/AAAYC', 'ADMON', 'AAAYC/AAA', 'TRA.', 'ARTC', nan]",,"['10', nan]",,,"284,79","511,959",GM25,,,
327,03370,REGIMIENTO DE ARTILLERIA ANTIAEREA 74,50060244,5SA2C/001,CM,C,BG,"['ELCTN', 'INFOT', 'MARMT', 'AUTOM/MARMT/TLECO', 'ARTC/AAAYC', 'ADMON', 'AAAYC/AAA', 'TRA.', 'ARTC', nan]",,"['10', nan]",,,"284,79","511,960",GM25,,,
328,03371,REGIMIENTO DE GUERRA ELECTRONICA 31,50039122,5SA54/004,CM,C,BG,"['ELCTN', 'INFOT', 'MARMT', 'AUTOM/MARMT/TLECO', 'ARTC/AAAYC', 'ADMON', 'AAAYC/AAA', 'TRA.', 'ARTC', nan]",,"['10', nan]",,,"284,79","511,959",GM25,,,
329,03372,REGIMIENTO DE TRANSMISIONES 21,50082577,5SA54/005,CM,C,BG,"['ELCTN', 'INFOT', 'MARMT', 'AUTOM/MARMT/TLECO', 'ARTC/AAAYC', 'ADMON', 'AAAYC/AAA', 'TRA.', 'ARTC', nan]",,"['10', nan]",,,"284,79","511,959",GM25,,,
330,03373,REGIMIENTO DE TRANSMISIONES 21,50082577,5SA54/015,CM,C,BG,"['TRA.', 'AUTOM/MARMT/TLECO', 'TLECO', 'MAERN', 'INFOT', 'ELECD', nan]",,"['10', nan]",,,"284,79","511,959",GM25,,,
331,03374,BATALLON DE HELICOPTEROS DE TRANSPORTE V,50017316,5SA50/002,CM,C,BG,"['TRA.', 'AUTOM/MARMT/TLECO', 'TLECO', 'MAERN', 'INFOT', 'ELECD', nan]",,"['10', nan]",,,"284,79","196,511,960",GM25,,,
332,03375,BATALLON DE HELICOPTEROS DE MANIOBRA III,50033115,5SA50/002,CM,C,BG,"['TRA.', 'AUTOM/MARMT/TLECO', 'TLECO', 'MAERN', 'INFOT', 'ELECD', nan]",,"['10', nan]",,,"284,79","196,511,959",GM25,,,
333,03376,GRUPO LOGISTICO DE LAS FAMET,50074841,5SA50/007,CM,C,BG,"['TRA.', 'AUTOM/MARMT/TLECO', 'TLECO', 'MAERN', 'INFOT', 'ELECD', nan]",,"['10', nan]",,,"284,79","196,511,959",GM25,,,
334,03377,UNIDAD LOGISTICA DEL MANDO DE OPERACIONES ESPECIALES,50090748,5SA50/007,CM,C,BG,"['TRA.', 'AUTOM/MARMT/TLECO', 'TLECO', 'MAERN', 'INFOT', 'ELECD', nan]",,"['10', nan]",,,"284,79","196,511,959",GM25,,,
335,03378,UNIDAD LOGISTICA DEL MANDO DE OPERACIONES ESPECIALES,50090748,5SA50/008,CM,C,BG,"['TRA.', 'AUTOM/MARMT/TLECO', 'TLECO', 'MAERN', 'INFOT', 'ELECD', nan]",,"['10', nan]",,,"284,79","196,511,959",GM25,,,
336,03379,REGIMIENTO DE TRANSMISIONES 22 (MADRID),50026773,5SA24/002,CM,C,STTE,"['TRA.', 'AUTOM/MARMT/TLECO', 'TLECO', 'MAERN', 'INFOT', 'ELECD', nan]",,"['10', nan]",,,"284,79","656,959",GM17,,,
337,03380,REGIMIENTO DE TRANSMISIONES 22 (MADRID),50026773,5SA24/001,CM,C,STTE,"['TRA.', 'AUTOM/MARMT/TLECO', 'TLECO', 'MAERN', 'INFOT', 'ELECD', nan]",,"['10', nan]",,,"284,79","511,656,959",GM17,,,
338,03381,REGIMIENTO DE TRANSMISIONES 22 (LA CORUÑA),50033792,5SA24/001,CM,C,STTE,"['TRA.', 'AUTOM/MARMT/TLECO', 'TLECO', 'MAERN', 'INFOT', 'ELECD', nan]",,"['10', nan]",,,"284,79","656,960",GM17,,,
339,03382,REGIMIENTO DE TRANSMISIONES 22 (LA CORUÑA),50033792,5SA24/002,CM,C,STTE,"['TRA.', 'AUTOM/MARMT/TLECO', 'TLECO', 'MAERN', 'INFOT', 'ELECD', nan]",,"['10', nan]",,,"284,79","511,656,960",GM17,,,
340,03383,REGIMIENTO DE TRANSMISIONES 22 (P. ALARCON),50046267,5SA24/002,CM,C,STTE,"['TRA.', 'AUTOM/MARMT/TLECO', 'TLECO', 'MAERN', 'INFOT', 'ELECD', nan]",,"['10', nan]",,,"284,79","656,960",GM17,,,
341,03384,CUARTEL GENERAL DEL MANDO DE CANARIAS,50001986,5SA28/005,CM,C,STTE,"['TRA.', 'AUTOM/MARMT/TLECO', 'TLECO', 'MAERN', 'INFOT', 'ELECD', nan]",,"['10', nan]",,,"284,79","196,656,960",GM17,,,
342,03385,CUARTEL GENERAL DEL MANDO DE CANARIAS,50001986,5SA28/006,CM,C,STTE,"['TRA.', 'AUTOM/MARMT/TLECO', 'TLECO', 'MAERN', 'INFOT', 'ELECD', nan]",,"['10', nan]",,,"284,79","196,656,960",GM17,,,
343,03386,CUARTEL GENERAL DEL MANDO DE CANARIAS,50001986,5SA28/017,CM,C,STTE,"['TRA.', 'AUTOM/MARMT/TLECO', 'TLECO', 'MAERN', 'INFOT', 'ELECD', nan]",,"['10', nan]",,,"284,79","196,656,960",GM17,,,
344,03387,CUARTEL GENERAL DEL MANDO DE CANARIAS,50001986,5SA28/018,CM,C,STTE,"['TRA.', 'AUTOM/MARMT/TLECO', 'TLECO', 'MAERN', 'INFOT', 'ELECD', nan]",,"['10', nan]",,,"284,79","196,656,960",GM17,,,
345,03388,CUARTEL GENERAL DEL MANDO DE CANARIAS,50001986,5SA28/019,CM,C,STTE,"['TRA.', 'AUTOM/MARMT/TLECO', 'TLECO', 'MAERN', 'INFOT', 'ELECD', nan]",,"['10', nan]",,,"284,79","196,656,960",GM17,,,
346,03389,CUARTEL GENERAL DEL MANDO DE CANARIAS,50001986,5SA28/020,CM,C,STTE,"['TRA.', 'AUTOM/MARMT/TLECO', 'TLECO', 'MAERN', 'INFOT', 'ELECD', nan]",,"['10', nan]",,,"284,79","196,511,656,960",GM17,,,
347,03390,CUARTEL GENERAL DEL MANDO DE CANARIAS,50001986,5SA28/021,CM,C,STTE,"['TRA.', 'AUTOM/MARMT/TLECO', 'TLECO', 'MAERN', 'INFOT', 'ELECD', nan]",,"['10', nan]",,,"284,79","196,511,656,960",GM17,,,
348,03391,REGIMIENTO DE GUERRA ELECTRONICA 32 (LAS PALMAS),50057180,5WF95/001,CM,C,STTE a BG,"['TRA.', 'AUTOM/MARMT/TLECO', 'TLECO', 'MAERN', 'INFOT', 'ELECD', nan]",,"['10', nan]",,,"291,07","641,656,959",GM17,,,
349,03392,REGIMIENTO DE GUERRA ELECTRONICA 32,50084861,5WF95/001,CM,C,STTE a BG,"['TRA.', 'AUTOM/MARMT/TLECO', 'TLECO', 'MAERN', 'INFOT', 'ELECD', nan]",,"['10', nan]",,,"291,07","641,656,959",GM17,,,
350,03393,BATALLON DE HELICOPTEROS DE MANIOBRA VI,50030082,5WG10/006,CM,C,STTE a BG,"['TRA.', 'AUTOM/MARMT/TLECO', 'TLECO', 'MAERN', 'INFOT', 'ELECD', nan]",,"['10', nan]",,,"304,34","656,960",GM17,,,
351,03394,REGIMIENTO DE TRANSMISIONES 22 (ZARAGOZA),50052845,5WG03/002,CM,C,STTE a BG,"['TRA.', 'AUTOM/MARMT/TLECO', 'TLECO', 'MAERN', 'INFOT', 'ELECD', nan]",,"['10', nan]",,,"284,79","656,960",GM17,,,
352,03395,CUARTEL GENERAL DEL MANDO DE CANARIAS,50001986,5WG09/001,CM,C,STTE a BG,"['TRA.', 'AUTOM/MARMT/TLECO', 'TLECO', 'MAERN', 'INFOT', 'ELECD', nan]",,"['10', nan]",,,"284,79","656,960",GM17,,,
353,03396,REGIMIENTO DE GUERRA ELECTRONICA 32 (VIATOR),50044651,5SA54/003,CM,C,BG,"['TRA.', 'AUTOM/MARMT/TLECO', 'TLECO', 'MAERN', 'INFOT', 'ELECD', nan]",,"['10', nan]",,,"284,79","656,959",GM25,,,
354,03397,REGIMIENTO DE TRANSMISIONES 22 (P. ALARCON),50046267,5SA54/010,CM,C,BG,"['TRA.', 'AUTOM/MARMT/TLECO', 'TLECO', 'MAERN', 'INFOT', 'ELECD', nan]",,"['10', nan]",,,"257,83","511,656,960",GM25,,,
355,03398,REGIMIENTO DE GUERRA ELECTRONICA 32,50084861,5SA54/003,CM,C,BG,"['TRA.', 'AUTOM/MARMT/TLECO', 'TLECO', 'MAERN', 'INFOT', 'ELECD', nan]",,"['10', nan]",,,"284,79","511,656,960",GM25,,,
356,03399,REGIMIENTO DE DEFENSA NBQ «VALENCIA» N.o 1,50092974,5WF67/001,CM,C,STTE,"['TRA.', 'AUTOM/MARMT/TLECO', 'TLECO', 'MAERN', 'INFOT', 'ELECD', nan]",,"['10', nan]",,,"291,07",959,GM17,,,
357,03400,REGIMIENTO DE INTELIGENCIA 1 (SAN ANDRES DE RABANEDO),50012637,5SA28/004,CM,C,STTE,"['I.LIG/IACMZ', 'ADMON', nan]",,,,,"291,07","196,656,959",GM17,,,
358,03401,CUARTEL GENERAL DEL MANDO DE APOYO A LA MANIOBRA,50036450,5SA28/003,CM,C,STTE,"['I.LIG/IACMZ', 'ADMON', nan]",,,,,"284,79","196,656,960",GM17,,,
359,03402,CUARTEL GENERAL DEL MANDO DE APOYO A LA MANIOBRA,50036450,5SA28/016,CM,C,STTE,"['I.LIG/IACMZ', 'ADMON', nan]",,,,,"284,79","196,511,656,960",GM17,,,
360,03403,REGIMIENTO DE INTELIGENCIA 1,50056833,5SA28/002,CM,C,STTE,"['I.LIG/IACMZ', 'ADMON', nan]",,,,,"291,07","196,960",GM17,,,
361,03404,CUARTEL GENERAL DE LA COMGE. BALEARES,50017895,5SA28/004,CM,C,STTE,"['I.LIG/IACMZ', 'ADMON', nan]",,,,,"257,83","196,656,960",GM17,,,
362,03405,CUARTEL GENERAL DE LA COMGE. BALEARES,50017895,5SA28/005,CM,C,STTE,"['I.LIG/IACMZ', 'ADMON', nan]",,,,,"257,83","196,511,656,960",GM17,,,
363,03406,REGIMIENTO DE INFANTERIA «INMEMORIAL DEL REY»1 CGE (POZUELO),58000003,5SA17/002,CM,C,STTE,"['I.LIG/IACMZ', 'ADMON', nan]",,,,,"284,79",959,GM17,,,
364,03407,ASESORIA JURIDICA DEL EJÉRCITO DE TIERRA,50393979,5SA28/006,CM,C,STTE,"['I.LIG/IACMZ', 'ADMON', nan]",,,,,"284,79","196,656,960",GM21,,,
365,03408,ESTADO MAYOR DEL EJÉRCITO,51000001,5SA28/022,CM,C,STTE,"['I.LIG/IACMZ', 'ADMON', nan]",,,,,"284,79","196,511,656,959",GM21,,,
366,03409,ESTADO MAYOR DEL EJÉRCITO,51000001,5SA28/015,CM,C,STTE,"['I.LIG/IACMZ', 'ADMON', nan]",,,,,"284,79","196,269,656,960",GM21,,,
367,03410,ESTADO MAYOR DEL EJÉRCITO,51000001,5SA28/021,CM,C,STTE,"['I.LIG/IACMZ', 'ADMON', nan]",,,,,"284,79","196,511,656,959",GM21,,,
368,03411,ESTADO MAYOR DEL EJÉRCITO,51000001,5SA28/010,CM,C,STTE,"['I.LIG/IACMZ', 'ADMON', nan]",,,,,"284,79","196,656,959",GM21,,,
369,03412,ESTADO MAYOR DEL EJÉRCITO,51000001,5SA28/014,CM,C,STTE,"['I.LIG/IACMZ', 'ADMON', nan]",,,,,"284,79","196,269,656,960",GM21,,,
370,03413,ESTADO MAYOR DEL EJÉRCITO,51000001,5SA28/008,CM,C,STTE,"['I.LIG/IACMZ', 'ADMON', nan]",,,,,"284,79","196,656,959",GM21,,,
371,03414,CENTRO GEOGRAFICO DEL EJÉRCITO DE TIERRA,53000008,5SA28/011,CM,C,STTE,"['I.LIG/IACMZ', 'ADMON', nan]",,,,,"284,79","196,960",GM21,,,
372,03415,CENTRO GEOGRAFICO DEL EJÉRCITO DE TIERRA,53000008,5SA28/023,CM,C,STTE,"['I.LIG/IACMZ', 'ADMON', nan]",,,,,"284,79","196,511,960",GM21,,,
373,03416,CENTRO GEOGRAFICO DEL EJÉRCITO DE TIERRA,53000008,5SA28/014,CM,C,STTE,"['I.LIG/IACMZ', 'ADMON', nan]",,,,,"284,79","196,960",GM21,,,
374,03417,CENTRO GEOGRAFICO DEL EJÉRCITO DE TIERRA,53000008,5SA28/022,CM,C,STTE,"['I.LIG/IACMZ', 'ADMON', nan]",,,,,"284,79","196,960",GM21,,,
375,03418,"JEFATURA DE LOS SISTEMAS DE INFORMACION, TEL, AS.TEC. (MADRID)",53000011,5SA28/011,CM,C,STTE,"['I.LIG/IACMZ', 'ADMON', nan]",,,,,"284,79","196,656,960",GM21,,,
376,03419,"JEFATURA DE LOS SISTEMAS DE INFORMACION, TEL, AS.TEC. (MADRID)",53000011,5SA28/008,CM,C,STTE,"['I.LIG/IACMZ', 'ADMON', nan]",,,,,"284,79","196,656,960",GM21,,,
377,03420,"JEFATURA DE LOS SISTEMAS DE INFORMACION, TEL, AS.TEC. (MADRID)",53000011,5SA28/009,CM,C,STTE,"['I.LIG/IACMZ', 'ADMON', nan]",,,,,"284,79","196,656,960",GM21,,,
378,03421,"JEFATURA DE LOS SISTEMAS DE INFORMACION, TEL, AS.TEC. (MADRID)",53000011,5SA28/010,CM,C,STTE,"['I.LIG/IACMZ', 'ADMON', nan]",,,,,"284,79","196,656,960",GM21,,,
379,03422,DIRECCION DE ASUNTOS ECONOMICOS,59020600,5SA28/008,CM,C,STTE,"['I.LIG/IACMZ', 'ADMON', nan]",,,,,"284,79","196,656,960",GM21,,,
380,03423,DIRECCION DE ASUNTOS ECONOMICOS (SEVILLA),59030002,5SA28/002,CM,C,STTE,"['I.LIG/IACMZ', 'ADMON', nan]",,,,,"231,83","196,960",GM21,,,
381,03424,ESTADO MAYOR DEL EJÉRCITO,51000001,5WG13/002,CM,C,STTE a BG,"['I.LIG/IACMZ', 'ADMON', nan]",,,,,"284,79","656,960",GM21,,,
382,03425,CENTRO GEOGRAFICO DEL EJÉRCITO DE TIERRA,53000008,5WG13/001,CM,C,STTE a BG,"['I.LIG/IACMZ', 'ADMON', nan]",,,,,"284,79",960,GM21,,,
383,03426,DIRECCION DE ASUNTOS ECONOMICOS,59020600,5WG13/007,CM,C,STTE a BG,"['I.LIG/IACMZ', 'ADMON', nan]",,,,,"284,79","656,960",GM21,,,
384,03427,DIRECCION DE ASUNTOS ECONOMICOS,59020600,5WG13/010,CM,C,STTE a BG,"['MANME/INSTL', 'TRA.', 'ELCTN', 'INFOT', 'I.LIG/IACMZ', 'AUTOM/MARMT/TLECO', 'ADMON', 'ING./TRA.', 'CAB.', nan]",,"['10', nan]",,,"284,79","656,960",GM21,,,
385,03428,DIRECCION DE ASUNTOS ECONOMICOS (SEVILLA),59030002,5WG13/001,CM,C,STTE a BG,"['MANME/INSTL', 'TRA.', 'ELCTN', 'INFOT', 'I.LIG/IACMZ', 'AUTOM/MARMT/TLECO', 'ADMON', 'ING./TRA.', 'CAB.', nan]",,"['10', nan]",,,"231,83",960,GM21,,,
386,03429,REGIMIENTO DE INFANTERIA «INMEMORIAL DEL REY» 1 CGE,58000001,5WG16/001,CM,C,STTE a BG,"['MANME/INSTL', 'TRA.', 'ELCTN', 'INFOT', 'I.LIG/IACMZ', 'AUTOM/MARMT/TLECO', 'ADMON', 'ING./TRA.', 'CAB.', nan]",,"['10', nan]",,,"284,79",959,GM17,,,
387,03430,CENTRO GEOGRAFICO DEL EJÉRCITO DE TIERRA,53000008,5WG09/021,CM,C,STTE a BG,"['MANME/INSTL', 'TRA.', 'ELCTN', 'INFOT', 'I.LIG/IACMZ', 'AUTOM/MARMT/TLECO', 'ADMON', 'ING./TRA.', 'CAB.', nan]",,"['10', nan]",,,"284,79",960,GM21,,,
388,03431,REGIMIENTO DE INFANTERIA «INMEMORIAL DEL REY»1 CGE (POZUELO),58000003,5SA47/005,CM,C,BG,"['MANME/INSTL', 'TRA.', 'ELCTN', 'INFOT', 'I.LIG/IACMZ', 'AUTOM/MARMT/TLECO', 'ADMON', 'ING./TRA.', 'CAB.', nan]",,"['10', nan]",,,"257,83","511,959",GM25,,,
389,03432,ESTADO MAYOR DEL EJÉRCITO,51000001,5SA50/001,CM,C,BG,"['MANME/INSTL', 'TRA.', 'ELCTN', 'INFOT', 'I.LIG/IACMZ', 'AUTOM/MARMT/TLECO', 'ADMON', 'ING./TRA.', 'CAB.', nan]",,"['10', nan]",,,"257,83","196,511,656,960",GM29,,,
390,03433,ESTADO MAYOR DEL EJÉRCITO,51000001,5SA50/008,CM,C,BG,"['MANME/INSTL', 'TRA.', 'ELCTN', 'INFOT', 'I.LIG/IACMZ', 'AUTOM/MARMT/TLECO', 'ADMON', 'ING./TRA.', 'CAB.', nan]",,"['10', nan]",,,"257,83","196,511,656,960",GM29,,,
391,03434,ESTADO MAYOR DEL EJÉRCITO,51000001,5SA50/018,CM,C,BG,"['MANME/INSTL', 'TRA.', 'ELCTN', 'INFOT', 'I.LIG/IACMZ', 'AUTOM/MARMT/TLECO', 'ADMON', 'ING./TRA.', 'CAB.', nan]",,"['10', nan]",,,"257,83","196,511,656,960",GM29,,,
392,03435,REGIMIENTO DE INFANTERIA «INMEMORIAL DEL REY» 1 CGE,58000001,5SA50/008,CM,C,BG,"['MANME/INSTL', 'TRA.', 'ELCTN', 'INFOT', 'I.LIG/IACMZ', 'AUTOM/MARMT/TLECO', 'ADMON', 'ING./TRA.', 'CAB.', nan]",,"['10', nan]",,,"257,83","196,511,959",GM25,,,
393,03436,REGIMIENTO DE INFANTERIA «INMEMORIAL DEL REY» 1 CGE,58000001,5SA50/012,CM,C,BG,"['MANME/INSTL', 'TRA.', 'ELCTN', 'INFOT', 'I.LIG/IACMZ', 'AUTOM/MARMT/TLECO', 'ADMON', 'ING./TRA.', 'CAB.', nan]",,"['10', nan]",,,"257,83","196,511,959",GM25,,,
